@relation space_ga

@attribute ln(VOTES/POP) numeric
@attribute POP numeric
@attribute EDUCATION numeric
@attribute HOUSES numeric
@attribute INCOME numeric
@attribute XCOORD numeric
@attribute binaryClass {P,N}

@data
-0.448852,9.265113,8.483636,8.338545,11.525012,-91164167,N
-0.609715,9.383873,8.253748,8.458928,11.309891,-90877114,P
-0.419208,9.021477,7.862112,8.113127,10.831035,-90461233,P
-0.467535,9.540795,8.785845,8.628377,11.592439,-92874984,P
-0.303697,7.716461,7.108244,6.859615,9.639847,-94419599,N
-0.541327,9.353575,8.446985,8.472196,11.268111,-92462370,P
-0.672876,12.720838,11.790012,11.294956,14.794261,-90244299,N
-0.349754,8.669227,8.174703,7.565275,10.787338,-112895693,N
-0.633576,8.859079,8.215547,7.662938,10.894756,-107489759,N
-0.427154,8.431853,7.860185,7.293018,10.469937,-108961873,N
-0.364572,7.719574,7.244942,6.787845,9.813125,-111495363,N
-0.295672,8.676587,8.195334,7.751045,10.744861,-109021804,N
-0.205984,7.17012,6.680855,6.269096,9.124565,-104538058,N
-0.572693,10.95347,10.443017,9.838736,13.238479,-111351318,N
-0.183577,8.367532,7.953318,7.382124,10.61445,-110439017,N
-0.464119,9.132487,8.575462,8.105609,11.355008,-105580112,N
-0.200562,7.618742,7.082549,6.732211,9.742556,-105546500,N
-0.465745,9.006264,8.432942,8.037543,11.270739,-104901246,N
-0.458094,9.095378,8.536996,8.078068,11.262693,-113083591,N
-0.286901,7.846981,7.204893,6.912743,10.118357,-104411006,N
-0.313079,9.145375,8.666475,8.144098,11.208246,-109222007,N
-0.421645,10.497698,10.065606,9.539932,12.759705,-114018737,N
-0.407672,10.393937,9.81055,9.089415,12.531285,-111173513,N
-0.172174,7.053586,6.556778,6.118097,9.116689,-106988817,N
-0.523547,8.84058,8.250881,7.739359,10.950578,-113018618,N
-0.23743,6.558198,6.113682,5.659482,8.431853,-109167474,N
-0.328942,7.552237,7.078342,6.629363,9.666625,-113447006,N
-0.43794,9.4362,8.846497,8.321422,11.739192,-110105620,N
-0.383401,8.461469,7.996654,7.539027,10.702143,-112105376,N
-0.133301,7.527794,7.100027,6.54103,9.650658,-110264795,N
-0.420048,9.471627,8.975504,8.500657,11.543387,-114089308,N
-0.361223,10.323546,9.926032,9.307013,12.652792,-112377040,N
-0.25942,7.395108,6.842683,6.388561,9.684274,-111025195,N
-0.468659,9.370842,8.827321,8.417815,11.535362,-115409389,N
-0.194596,7.488294,6.964136,6.57647,9.459074,-105801536,N
-0.231187,8.284757,7.82044,7.315218,10.323086,-111921615,N
-0.439232,7.336937,6.783325,6.317165,9.442245,-110863671,N
-0.41328,7.826044,7.31055,6.863803,9.993191,-114980755,N
-0.477628,10.929063,10.447932,9.742144,13.220528,-113925449,N
-0.345955,8.043984,7.509883,7.167809,10.072259,-108400176,N
-0.396982,9.128479,8.695507,8.165364,11.349194,-110520919,N
-0.270676,6.102559,5.620401,5.099866,8.1898,-108261794,N
-0.33156,8.215006,7.616284,7.226209,10.228754,-107923371,N
-0.289865,8.430763,7.88871,7.385851,10.710744,-112219495,N
-0.190603,7.465083,7.011214,6.493754,9.707351,-105635985,N
-0.52113,8.525161,7.981392,7.418781,10.58142,-112941271,N
-0.342005,7.173958,6.530878,6.259581,8.971194,-105372898,N
-0.311574,9.653294,9.234252,8.739857,11.757556,-114123057,N
-0.511699,9.036463,8.39163,7.991592,11.343797,-104561134,N
-0.501067,8.834337,8.257386,7.731053,11.003615,-105028698,N
-0.591105,8.735204,8.193953,7.67601,11.02151,-106724398,N
-0.409209,8.703009,8.180881,7.8018,10.776933,-115131116,N
-0.307909,8.284504,7.726654,7.336937,10.510587,-104499894,N
-0.34225,10.214092,9.671051,9.239608,12.426765,-112657607,N
-0.29328,8.2943,7.824446,7.344073,10.349711,-109388807,N
-0.301105,7.762171,7.244942,6.782192,9.814438,-109943376,N
-0.241162,8.419801,7.893572,7.46164,10.581521,-112233119,N
-0.308258,8.263333,7.752335,7.271009,10.519133,-111688806,N
-0.219527,6.536692,6.061457,5.517453,8.538563,-107265838,N
-0.292152,8.846641,8.363576,7.771489,11.057487,-106662747,N
-0.314158,7.428927,6.947937,6.51323,9.495143,-109844224,N
-0.309334,6.903747,6.246107,5.963579,8.887929,-104247312,N
-0.457719,11.243175,10.761789,10.200625,13.618359,-108271738,N
-0.565249,10.035875,9.532641,8.945724,12.263266,-98500336,N
-0.406533,8.714732,8.216628,7.807917,10.653747,-98071526,N
-0.167054,5.932245,5.521461,4.820282,8.127109,-101696308,N
-0.198789,6.475433,6.082219,5.389072,8.540128,-103715292,N
-0.300607,6.391917,5.913503,5.379897,8.310661,-99982857,N
-0.369197,8.558719,7.989221,7.587311,10.643733,-98062779,N
-0.554126,9.172431,8.673342,8.161375,11.556291,-103082184,N
-0.375991,7.8336,7.178545,6.933423,9.624633,-98771709,N
-0.404986,8.048469,7.499423,7.16472,10.085934,-99934182,N
-0.588824,10.152845,9.545455,8.996157,12.320744,-99074484,N
-0.512776,8.779711,8.24223,7.79111,10.889808,-96321473,N
-0.532976,8.809116,8.1792,7.857868,10.915088,-97132889,N
-0.592791,9.556975,9.069353,8.611594,11.804692,-96139040,N
-0.45669,8.945072,8.29455,7.976939,11.001966,-97249480,N
-0.450254,8.101375,7.635304,7.21008,10.16358,-101693797,N
-0.430609,8.487352,8.015658,7.453562,10.734961,-101118780,N
-0.573293,8.893984,8.407155,7.955776,11.133684,-102987292,N
-0.411548,8.660601,8.129175,7.742402,10.791626,-98050624,N
-0.464883,8.866441,8.16962,7.959276,10.991864,-97087884,N
-0.460752,9.003808,8.357963,7.992607,11.175493,-96788372,N
-0.531342,9.219796,8.72713,8.276395,11.333906,-99726684,N
-0.709593,9.319912,8.728426,8.310169,11.583636,-96563184,N
-0.515043,8.882808,8.295049,7.774015,10.96737,-103135769,N
-0.593757,9.654321,9.138952,8.704336,11.912386,-99814525,N
-0.386711,7.493317,7.033506,6.598509,9.691717,-102332034,N
-0.393678,8.520787,7.952263,7.573017,10.543023,-96868503,N
-0.593385,10.157897,9.592469,9.142811,12.442874,-96645203,N
-0.540693,12.547888,12.068923,11.434996,14.947064,-96147377,N
-0.427197,7.679251,7.049255,6.725034,9.760829,-101689773,N
-0.43285,8.661294,8.16877,7.721349,10.824029,-97596394,N
-0.378467,8.103797,7.496652,7.237778,10.154324,-98947494,N
-0.440191,7.877397,7.334982,6.913737,10.012566,-100388095,N
-0.438133,8.50025,7.997999,7.589336,10.468602,-99914748,N
-0.689063,9.816131,9.175645,8.825707,11.959206,-96693473,N
-0.305248,7.670429,7.199678,6.688355,9.820758,-102343512,N
-0.44151,7.451822,6.848005,6.483107,9.400051,-98982410,N
-0.409667,7.34601,6.81564,6.401917,9.423999,-99823186,N
-0.271422,6.413459,6.025866,5.32301,8.48467,-101743191,N
-0.383691,7.776954,7.288244,6.874198,9.664088,-98515411,N
-0.624152,10.414303,9.939241,9.375261,12.740708,-98502417,N
-0.417952,8.777555,8.323851,7.733684,11.013979,-98021026,N
-0.324751,8.072779,7.646354,7.185387,10.111274,-99398844,N
-0.277009,6.870053,6.483107,5.891644,8.867991,-101059564,N
-0.401552,7.983781,7.478735,7.087574,10.0378,-101040424,N
-0.470453,9.142597,8.588211,8.1792,11.145103,-98784402,N
-0.434695,6.591674,6.109248,5.676754,8.500861,-101141252,N
-0.45751,8.453827,7.938089,7.52564,10.554823,-98517751,N
-0.491212,8.918918,8.320448,7.997327,11.035438,-97145681,N
-0.422857,8.272571,7.6587,7.394493,10.286775,-96266085,N
-0.371466,8.540519,8.076826,7.527794,10.767643,-98946238,N
-0.422017,8.800867,8.32288,7.847763,11.05016,-101662464,N
-0.286228,6.820016,6.278521,5.863631,8.958025,-99719073,N
-0.477699,8.144389,7.604396,7.182352,10.371865,-103710823,N
-0.53329,9.007367,8.378621,8.05896,10.958792,-97880665,N
-0.648709,11.890259,11.375983,10.693376,14.203896,-96688565,N
-0.556958,10.137413,9.664786,9.143666,12.548165,-100745234,N
-0.229096,6.51323,6.068426,5.545177,8.37586,-100476018,N
-0.273756,6.426488,5.934894,5.451038,8.449557,-99447237,N
-0.230695,6.068426,5.433722,5.09375,8.273592,-101059600,N
-0.613753,10.033463,9.431241,8.982436,12.291291,-97599502,N
-0.517033,8.731498,8.205492,7.760467,10.893605,-98030128,N
-0.532941,8.372861,7.752335,7.348588,10.333157,-103012837,N
-0.446156,8.116118,7.531552,7.180831,10.053243,-97994262,N
-0.47485,8.746398,8.162801,7.728416,10.891931,-95847155,N
-0.403025,8.499233,7.983099,7.600402,10.598807,-98046375,N
-0.524935,9.313529,8.759355,8.357728,11.525249,-96135761,N
-0.418591,8.015988,7.484369,7.138867,9.889389,-96239620,N
-0.391751,7.865955,7.367077,6.951772,9.987185,-101656066,N
-0.472531,8.872067,8.425955,7.893572,11.159944,-99409499,N
-0.49955,8.699015,8.093768,7.757051,10.741016,-97610610,N
-0.505383,9.895959,9.384042,8.932873,12.186268,-97525384,N
-0.427029,8.411833,7.969012,7.497762,10.546735,-97570500,N
-0.546484,9.117786,8.642592,8.161946,11.394255,-100479004,N
-0.464562,9.048292,8.459988,8.093157,11.09398,-95718299,N
-0.4549,7.41998,6.907755,6.473891,9.550876,-99453634,N
-0.602369,9.199482,8.59471,8.215006,11.402742,-97142311,N
-0.869547,10.92154,10.52774,9.738141,13.303606,-96110088,N
-0.508876,9.484253,8.942461,8.569596,11.696862,-96633759,N
-0.703771,10.195448,9.606159,9.159573,12.392996,-103708714,N
-0.663716,9.35738,8.692994,8.225771,11.512685,-97140386,N
-0.496663,8.589514,8.042699,7.606885,10.816332,-102434459,N
-0.412547,7.998335,7.381502,7.06732,9.845753,-98973058,N
-0.353343,7.190676,6.781058,6.144186,9.390159,-103771264,N
-0.561352,8.371705,7.779049,7.421178,10.568775,-97190405,N
-0.435511,8.637994,8.043021,7.752765,10.750471,-97594321,N
-0.519741,6.516193,6.095825,5.598422,8.675051,-100582468,N
-0.698228,8.462948,7.768956,7.303843,10.47076,-96550403,N
-0.334617,8.317033,7.787797,7.387709,10.358822,-98977427,N
-0.517979,9.291828,8.77771,8.283747,11.588571,-96223083,N
-0.65361,8.927712,8.235626,7.741534,10.973872,-97124769,N
-0.404216,8.188689,7.698936,7.307202,10.238959,-98497844,N
-0.345838,6.562444,6.028279,5.537334,8.536996,-98525297,N
-0.476259,9.276222,8.784162,8.256867,11.542572,-97596756,N
-0.627711,9.198065,8.683724,8.120291,11.404482,-118340938,N
-0.964967,12.720243,12.214641,11.538155,15.156974,-115022815,P
-0.672091,9.573594,9.283219,8.573574,12.245942,-119613672,N
-0.650202,9.382022,8.845057,8.287528,11.739463,-115354139,N
-0.212425,6.363028,5.834811,5.347108,8.658345,-117632074,P
-0.399537,6.734592,6.059123,5.68358,8.848509,-116269805,N
-0.845538,8.798153,8.244071,7.632401,11.081696,-118116900,N
-0.667199,7.929126,7.261927,6.834109,10.294414,-117026495,N
-0.408403,7.777374,7.235619,6.796824,9.944438,-114875416,P
-0.568998,9.173469,8.681351,8.243283,11.471968,-119192374,N
-0.533351,8.37563,7.765145,7.315218,10.551977,-118427922,N
-0.549891,8.77137,8.244071,7.736744,11.080063,-116451089,P
-0.650113,7.806289,7.188413,6.65544,10.01958,-118403097,N
-0.375651,7.038784,6.659294,6.030685,9.41532,-119534827,N
-0.819053,11.900518,11.470602,10.671557,14.424012,-119684644,N
-0.497742,8.647344,8.167352,7.716015,10.964986,-114896275,N
-0.641502,10.079456,9.665991,8.930097,12.47195,-119743243,N
-0.514182,10.342839,9.829518,9.315331,12.546178,-71424962,N
-0.345272,9.95123,9.564161,9.061608,12.133464,-71210551,N
-0.577886,10.723025,10.181006,9.644004,12.920186,-72253258,N
-0.555594,10.138876,9.447623,9.091219,12.2158,-71301722,N
-0.602041,10.810879,10.224919,9.668588,12.951233,-71843447,N
-0.528064,12.18373,11.651478,11.002616,14.530484,-71716873,N
-0.532587,11.177131,10.687069,10.098479,13.430216,-71681074,N
-0.525152,11.808338,11.37029,10.75289,14.164136,-71086976,N
-0.661641,11.051652,10.384802,9.835316,13.197172,-71032844,N
-0.601114,10.157665,9.573176,9.126415,12.36267,-72224592,N
-0.629855,11.870998,11.210509,10.733828,14.149474,-74636618,N
-0.44253,13.378942,12.916399,12.188021,15.968758,-74074366,N
-0.661453,12.449803,11.939362,11.345157,14.838343,-74669233,N
-0.581697,12.719534,12.112355,11.631384,15.048849,-74959749,N
-0.492198,11.049858,10.424808,10.068112,13.274846,-74858609,N
-0.689142,11.434261,10.629586,10.303806,13.594175,-75132998,N
-0.754454,13.322269,12.678875,11.732214,15.674482,-74246315,N
-0.5714,11.847374,11.227601,10.816493,14.142815,-75140073,N
-0.729649,12.92914,12.083136,11.030882,15.098373,-74075391,N
-0.525691,11.028839,10.603536,10.005367,13.593524,-74917106,N
-0.579105,12.343427,11.747958,11.12932,14.728657,-74699203,N
-0.604656,12.998062,12.423625,11.787689,15.420916,-74409233,N
-0.527575,12.791779,12.327936,11.677465,15.273333,-74154352,N
-0.519706,12.584238,12.196219,11.480619,15.211559,-74546877,N
-0.480904,12.448517,11.892656,11.575036,14.701499,-74250491,N
-0.713964,12.690315,11.967466,11.309388,14.987645,-74299702,N
-0.580603,10.726017,10.0871,9.685207,12.981341,-75361703,N
-0.481712,11.910473,11.484937,10.801533,14.536407,-74614790,N
-0.622325,11.275505,10.847919,10.314769,13.710709,-74690791,N
-0.559284,12.848497,12.309721,11.614109,15.331181,-74308022,N
-0.678082,11.013254,10.440069,9.916305,13.353624,-74993620,N
-0.638527,12.604335,12.106954,11.467227,14.913926,-106670237,P
-0.253614,7.531552,6.89467,6.548219,9.454854,-108416545,P
-0.648509,10.482486,9.841719,9.460165,12.604271,-104468714,P
-0.597857,9.133675,8.516993,8.1277,11.230218,-104638170,P
-0.850512,10.24899,9.643226,9.151439,12.431282,-103345985,P
-0.448786,7.510978,6.816736,6.645091,9.451638,-104415672,P
-0.815157,11.085092,10.342774,9.877862,13.140323,-106832380,P
-0.630448,10.39565,9.742614,9.397069,12.577146,-104298400,P
-0.573573,9.761463,9.11614,8.733272,11.914657,-108379315,P
-0.31527,7.986165,7.074117,6.976348,9.75904,-104784565,P
-0.286017,6.684612,6.037871,5.690359,8.655389,-103816980,P
-0.641141,8.238537,7.532088,7.005789,10.364356,-108711794,P
-0.81852,10.515045,9.788301,9.514142,12.867543,-103415097,P
-0.58152,8.969287,8.471568,8.002694,11.159801,-105455602,P
-0.247506,9.394161,9.227689,8.440096,12.121435,-106308527,P
-0.527105,9.286931,8.576782,8.316789,11.220593,-107748657,P
-0.932305,10.39992,9.453914,9.148252,12.376764,-108259921,P
-0.157559,7.934513,6.943122,6.972606,9.568993,-104939782,P
-0.916974,10.309219,9.778208,9.093469,12.389448,-105726123,P
-0.599884,8.900413,8.242493,7.966587,10.98222,-103551586,P
-0.561798,9.829841,9.038009,8.865876,11.655145,-106697088,P
-0.564551,9.343647,8.588583,8.266935,11.305901,-103480021,P
-0.60073,10.041944,9.459931,9.072342,12.076619,-106848434,P
-0.768417,10.835553,10.153078,9.827092,13.067461,-108323153,P
-0.616306,9.648595,8.828055,8.541495,11.394367,-104827478,P
-0.600088,10.870681,10.410546,9.767668,13.156096,-105978176,P
-0.613221,8.792701,8.091933,7.887209,10.576458,-107185843,P
-0.431474,9.030615,8.304495,7.977282,10.935907,-106934282,P
-0.396083,9.45595,8.817446,8.487764,11.404794,-105629539,P
-0.415251,8.523573,7.830823,7.681099,10.467095,-105854078,P
-0.432814,8.101375,7.49443,7.158514,10.245196,-103470806,P
-0.709906,10.571112,9.904187,9.648789,12.05967,-106804756,P
-0.406379,12.286472,11.731932,10.999179,14.591314,-73971738,N
-0.743529,10.521453,9.813125,9.417029,12.499022,-78021991,N
-1.073215,13.625877,12.756829,11.049031,15.647423,-73852624,N
-0.571469,11.971002,11.392135,10.824228,14.199394,-75819672,N
-0.606911,11.002316,10.364261,9.977481,13.083481,-78679107,N
-0.544995,10.941837,10.285513,9.85917,13.069492,-76561355,N
-0.596272,11.57742,10.960201,10.529827,13.719157,-79412500,N
-0.634441,11.158747,10.59963,10.086142,13.322268,-76759986,N
-0.549591,10.432467,9.826607,9.438113,12.550017,-75615045,N
-0.766013,10.965522,10.196605,9.667005,12.9749,-73679454,N
-0.500173,10.676508,10.071414,9.615139,12.849029,-73630358,N
-0.67133,10.47212,9.750861,9.258273,12.523118,-76072518,N
-0.576176,10.436965,9.799293,9.409847,12.490575,-74964774,N
-0.641167,12.081597,11.54391,10.889136,14.431977,-73747154,N
-0.572452,13.521588,12.901213,12.339134,15.790113,-78784908,N
-0.41803,10.157703,9.572202,9.168268,12.253662,-73767963,N
-0.650801,10.349231,9.622251,9.271624,12.377333,-74309128,N
-0.601513,10.578343,9.902887,9.583695,12.705116,-74423782,N
-0.526071,10.63205,10.084683,9.598117,12.890719,-78194557,N
-0.431785,10.309852,9.684212,9.29321,12.411358,-74128747,N
-0.129071,8.209308,7.693937,7.36074,10.223068,-74501200,N
-0.536022,10.771974,10.132255,9.738377,12.840003,-74958575,N
-0.611282,11.019416,10.392742,9.954941,13.10993,-76054296,N
-1.121438,14.285152,13.504376,12.173343,16.367868,-73950611,N
-0.528206,9.720586,9.059169,8.774468,11.798563,-75449376,N
-0.60203,10.621254,9.948222,9.490469,12.776105,-77770368,N
-0.652585,10.735766,10.07681,9.643939,12.869685,-75668201,N
-0.509237,13.14297,12.601942,11.980069,15.57756,-77688549,N
-0.494308,10.583777,9.940735,9.493336,12.681717,-74436589,N
-0.499656,13.797911,13.37351,12.719519,16.39382,-73588401,N
-0.977972,13.976814,13.443499,10.911172,16.549306,-73972137,N
-0.640836,12.007683,11.390713,10.918954,14.276596,-78793919,N
-0.556228,12.116028,11.49582,10.958531,14.259112,-75438137,N
-0.551933,12.724304,12.185115,11.536788,15.033422,-76196101,N
-0.585362,11.062819,10.523715,10.005954,13.323987,-77294965,N
-0.689964,12.102738,11.523796,10.920908,14.37006,-74306348,N
-0.602402,10.191932,9.534523,9.180912,12.435329,-78228812,N
-0.614005,11.272229,10.561422,10.211009,13.417698,-76203861,N
-0.623114,10.705041,10.026634,9.573315,12.70072,-75035377,N
-0.50347,10.871289,10.462846,9.872874,13.353186,-73746355,N
-0.953075,14.190414,13.575357,12.51014,16.474203,-73839526,N
-0.455588,11.608217,10.97085,10.414213,13.776238,-73513949,N
-0.813467,12.427603,11.876394,11.153461,14.796454,-74140403,N
-0.535042,12.09671,11.659836,10.919008,14.62164,-74026692,N
-0.714792,11.301982,10.558803,10.155102,13.309402,-75072951,N
-0.484648,11.572345,11.07394,10.537601,13.872342,-73867690,N
-0.458369,11.622219,11.121215,10.53428,13.928926,-74065955,N
-0.570761,9.985021,9.27912,8.903408,11.976898,-74439343,N
-0.567409,9.414913,8.801018,8.48529,11.499719,-76876981,N
-0.576113,10.100534,9.49424,9.061492,12.281124,-76828702,N
-0.599378,11.149183,10.578674,10.176069,13.337167,-77385385,N
-0.669743,13.685979,13.199963,12.637875,16.090656,-72679044,N
-0.570816,10.78245,10.141677,9.661416,12.852673,-74764967,N
-0.555697,10.419092,9.913834,9.485241,12.703837,-76302894,N
-0.833152,11.130977,10.475596,9.699656,13.209139,-76474722,N
-0.551166,11.659516,11.070693,10.554797,13.862803,-74257640,N
-0.542417,10.558206,10.009828,9.489637,12.73472,-73844432,N
-0.548085,10.542601,9.892679,9.509259,12.603845,-73430584,N
-0.580849,10.970213,10.352172,9.98939,13.242485,-77053546,N
-0.575301,13.383408,12.940695,11.990407,16.033469,-73753992,N
-0.64576,10.231243,9.591581,9.177817,12.342512,-78228348,N
-0.610766,9.644846,9.025215,8.68186,11.761651,-77104974,N
-0.765114,11.201169,10.402655,10.18021,13.383111,-79398440,P
-0.457925,9.773436,8.764678,8.864888,11.872479,-81176957,P
-0.495205,8.863899,7.765993,7.971086,10.764308,-81130166,P
-0.90371,9.769728,8.838407,8.739376,11.726277,-80102273,P
-0.457182,9.698245,8.653994,8.80177,11.550761,-81501738,P
-0.699399,9.252346,8.327726,8.269757,11.096212,-81923096,P
-0.776836,10.252382,9.399306,9.255983,12.252784,-76844806,P
-0.935425,9.571645,8.409831,8.502283,11.429555,-76963026,P
-0.855255,9.953658,8.948196,9.014934,11.832368,-78555913,P
-0.651974,10.12491,9.289983,9.217713,12.15672,-78221373,P
-0.801734,11.689732,11.008214,10.656341,13.838778,-82530302,P
-0.710194,10.853368,9.902937,9.866927,12.963124,-81705546,P
-0.88674,11.036501,10.153312,10.007172,13.226046,-80550624,P
-0.758428,10.771218,9.773379,9.788974,12.855707,-81546710,P
-0.673316,8.317278,7.32185,7.31854,10.38242,-76162635,P
-0.716671,10.316822,9.561701,9.340842,12.439368,-76504367,P
-0.924737,9.586377,8.50147,8.507143,11.531031,-79334978,P
-0.684623,11.226749,10.384771,10.228068,13.461615,-81214447,P
-0.620279,10.10863,9.280799,9.150909,12.241792,-79257916,P
-0.6547,9.519588,8.546364,8.611958,11.340439,-84063943,P
-0.893855,9.099074,8.139149,8.012681,11.087161,-76602214,P
-0.330048,8.503905,7.597898,7.668094,10.353097,-83755775,P
-0.913171,10.977841,10.047891,9.924319,13.107453,-81555983,P
-0.79641,10.472997,9.472858,9.461488,12.398662,-78665189,P
-1.089915,10.818037,10.007082,9.590898,12.902696,-77082063,P
-1.32747,12.046942,11.305877,10.684875,14.108809,-78828669,P
-0.73745,8.976515,8.113127,8.056744,10.974986,-75943940,P
-0.603493,9.23669,8.633553,8.327001,11.450337,-75726973,P
-0.744734,11.29713,10.370016,10.302062,13.465471,-80212050,P
-0.57186,9.770128,8.933005,8.869679,11.95781,-80542744,P
-0.780398,10.258396,9.24985,9.268043,12.15767,-77934958,P
-0.867246,11.644138,10.961573,10.306216,13.854219,-78874855,P
-0.998319,10.549124,9.567105,9.335915,12.555838,-77596413,P
-0.749229,12.097256,11.429076,10.978592,14.412461,-80256884,P
-0.868267,9.982206,8.948326,8.850947,11.886872,-78284402,P
-0.931326,11.650267,10.693988,10.565196,13.840829,-81181376,P
-0.609408,8.760453,7.734996,7.731053,10.728627,-76703036,P
-0.337854,8.530702,7.455298,7.597396,10.413493,-83832761,P
-0.965462,10.097408,9.106312,8.874308,12.042618,-78656475,P
-0.770825,9.310367,8.239065,8.101375,11.292254,-77684095,P
-0.817816,12.356624,11.680751,11.175731,14.67213,-79788578,P
-0.958846,10.550905,9.515101,9.377971,12.423431,-77656287,P
-0.955275,10.653889,9.647692,9.509852,12.616867,-78864479,P
-0.676604,10.444386,9.631744,9.463897,12.493688,-82978472,P
-0.674651,10.681642,10.061346,9.765833,12.83632,-82481060,P
-0.999649,9.709114,8.69467,8.53287,11.62503,-76983549,P
-1.054511,9.494391,8.494129,8.432506,11.422968,-79233597,P
-0.691457,8.327726,7.280008,7.360104,10.135591,-76153167,P
-0.751496,10.984072,10.120331,10.000705,13.133392,-80872852,P
-0.744491,9.883336,8.895493,8.739056,11.765387,-83144428,P
-0.90082,10.822933,9.89182,9.741027,12.833043,-78365188,P
-0.617491,8.814479,7.746301,7.780721,10.675769,-77366004,P
-0.89916,10.165313,9.412628,9.146442,12.354743,-79172288,P
-0.863291,10.645401,9.808352,9.452816,12.68936,-77642804,P
-0.551206,10.303639,9.372374,9.346705,12.455624,-81222868,P
-0.85397,10.123145,9.184304,9.17108,12.129742,-82048316,P
-0.524506,9.632925,8.857657,8.771525,11.64771,-83420551,P
-0.743833,9.43867,8.339979,8.37609,11.271898,-82711605,P
-0.887605,9.79846,8.814182,8.642062,11.728496,-77102793,P
-0.713103,12.584108,12.010605,11.392237,14.97315,-80833124,P
-0.542102,9.285633,8.28778,8.378621,11.189962,-82164023,P
-0.705189,9.672438,8.630522,8.700015,11.654607,-79902750,P
-0.668305,10.515804,9.805103,9.560081,12.708528,-79484951,P
-0.881965,10.765301,9.894396,9.596827,12.91363,-77988153,P
-0.839921,11.221008,10.588224,10.100616,13.456145,-77864928,P
-0.844859,9.678467,8.4659,8.573006,11.535851,-77397564,P
-1.595963,11.321281,10.281205,9.708142,13.265211,-77413151,P
-0.760733,11.02151,10.287457,9.611998,13.187702,-79118108,P
-0.670812,8.914357,8.012018,8.027477,10.873888,-76667599,P
-0.982922,9.931638,9.003193,8.757469,11.919497,-76261902,P
-0.720826,9.648273,8.739857,8.739376,11.620074,-77887412,P
-0.878443,8.834919,7.78239,7.810758,10.666744,-76413974,P
-1.012686,9.939868,8.966739,8.843471,11.971527,-78976731,P
-0.927415,11.107435,10.191782,9.77241,13.127836,-77376724,P
-0.567859,9.199987,8.538172,8.288534,11.338953,-82166223,P
-0.761393,11.093965,10.16053,10.160723,13.25848,-79806454,P
-1.010041,10.369577,9.421168,9.366404,12.417087,-79746604,P
-0.973255,11.101085,10.070611,9.9651,13.033418,-79107083,P
-0.932635,10.998326,10.014447,9.993968,13.130946,-79777045,P
-0.858645,11.203897,10.321046,10.187613,13.347681,-80522881,P
-0.818303,10.55727,9.597506,9.565704,12.600982,-81919825,P
-0.683027,10.45743,9.496646,9.380336,12.367847,-78368650,P
-1.159254,9.981282,9.023046,8.855949,12.074847,-79480268,P
-0.684311,10.473845,9.530248,9.514732,12.575745,-80253246,P
-0.557726,10.049102,9.07875,9.124565,12.131414,-80229627,P
-0.793163,10.666604,9.609049,9.714685,12.731759,-80686903,P
-0.728454,8.89467,7.910957,7.889084,10.654833,-83492172,P
-0.618964,9.743201,9.030735,8.794522,11.900498,-82797132,P
-0.71588,7.938446,6.734592,6.975414,9.708263,-76165131,P
-0.89591,10.783674,9.940832,9.762039,13.009497,-80533324,P
-0.956282,10.143764,9.127285,8.95944,12.118874,-78405165,P
-0.749103,12.312655,11.738921,11.086181,14.658549,-78650425,P
-0.74334,9.343034,8.185629,8.207947,11.170646,-78097308,P
-0.684974,9.20954,8.269501,8.16166,11.250911,-76564706,P
-0.736235,10.12539,9.169623,8.880864,11.991653,-81696969,P
-1.08725,11.123344,10.321079,9.858333,13.154496,-78004614,P
-0.597592,10.64297,9.627075,9.711297,12.731614,-81165682,P
-0.980223,10.703626,9.758173,9.420925,12.80288,-77919105,P
-0.588938,9.945109,8.932609,9.039552,11.986286,-80665192,P
-0.361764,9.290537,8.297294,8.339979,11.122117,-82310012,P
-0.277975,7.848934,7.312553,6.910751,9.953087,-102534333,N
-0.33954,9.241451,8.598589,8.160232,11.371719,-98069757,N
-0.351728,8.5368,7.775696,7.495542,10.581166,-99361521,N
-0.095442,6.630683,5.958425,5.686975,9.128154,-103367026,N
-0.318378,8.800566,8.110127,7.863267,10.882997,-100840699,N
-0.293744,7.96137,7.385231,7.071573,10.173477,-103519386,N
-0.346152,7.930925,7.306531,7.078342,9.925836,-102519454,N
-0.347888,10.556542,10.039241,9.461721,12.96153,-100471829,N
-0.402342,11.085613,10.542786,9.86563,13.427295,-97252187,N
-0.300859,8.589142,7.968666,7.664347,10.750064,-98463027,N
-0.358883,8.540324,7.866339,7.506042,10.539694,-98493941,N
-0.303074,7.862112,7.21008,6.977281,9.988977,-103487269,N
-0.272692,8.050065,7.319865,7.074963,10.171337,-102615277,N
-0.312595,7.853216,7.142827,6.909753,9.938855,-98900015,N
-0.253967,8.278174,7.325808,7.404888,10.224665,-100236848,N
-0.327687,8.069655,7.400621,7.076654,10.285752,-98885309,N
-0.194723,7.401842,6.878326,6.498282,9.610257,-103843934,N
-0.65947,10.775283,10.107448,9.353575,12.973645,-97454195,N
-0.226302,7.983781,7.131699,7.110696,9.810056,-101638779,N
-0.239053,7.921536,7.303843,6.98749,9.974598,-98231555,N
-0.286574,8.008366,7.254885,7.088409,9.990582,-102455884,N
-0.319071,7.875499,7.062192,7.034388,9.764972,-99778937,N
-0.330204,8.429454,7.730175,7.510978,10.427506,-98530109,N
