@relation house_8L.arff

@attribute P3 numeric
@attribute P6p4 numeric
@attribute P11p3 numeric
@attribute P16p2 numeric
@attribute P19p2 numeric
@attribute H5p2 numeric
@attribute H15p1 numeric
@attribute H40p4 numeric
@attribute binaryClass {P,N}

@data
428,0.20227,0.600619,0.57243,0.009346,0.050505,3.832279,0.1,N
3939,0.015277,0.55565,0.739528,0.004316,0.34188,6.4961,0.65,N
1476,0.079065,0.532071,0.873984,0.006098,0.366667,8.214815,0.727273,N
320,0,0.510507,0.74375,0.003125,0.181818,6.287611,0.25,P
5654,0.034663,0.535025,0.688009,0.001415,0.085106,6.200252,0.53125,N
690,0.000523,0.531904,0.810145,0,0.111111,5.908146,0,P
2064,0.005556,0.498148,0.751938,0.007267,0.133333,6.582598,0.375,N
215,0.003876,0.511628,0.730233,0.027907,0.166667,5.848485,1,P
713,0.001739,0.42029,0.643759,0.001403,0.1625,6.223529,0.538462,P
3564,0.021111,0.531546,0.614198,0.013468,0.277778,7.122577,0.333333,N
24,0,0.460318,0.708333,0,0,5.55,0,P
998,0.007658,0.456671,0.657315,0.004008,0.17623,5.764791,0.581395,P
56,0,0.506849,0.696429,0,0,5.560976,0,P
1689,0.011558,0.517085,0.606868,0.121374,0.063517,6.780799,0.45122,N
759,0.001762,0.50044,0.826087,0,0.2,5.907563,0.5,P
1830,0.001795,0.516158,0.708743,0.000546,0.139394,5.648045,0.347826,P
1235,0.00463,0.526042,0.80081,0.094737,0.135417,5.744048,0.538462,P
112,0,0.490029,0.794643,0,0.125,7.54023,0,P
1277,0.031465,0.596116,0.702428,0.004699,0.13964,5.606421,0.903226,N
12673,0.026006,0.505399,0.650359,0.046003,0.178862,6.193419,0.327273,P
12697,0.005131,0.528741,0.706466,0.02922,0.229287,6.294636,0.344538,N
137,0,0.491429,0.722628,0,0.185185,5.304348,0.6,P
120,0,0.541219,0.666667,0.266667,0.076923,5.657143,1,P
409,0.000924,0.47597,0.733496,0,0.133333,7.218855,0.666667,N
187,0,0.47099,0.828877,0,0,5.787671,0,P
215,0.004587,0.579511,0.860465,0,0.333333,7.777778,0.5,N
265,0.002963,0.515556,0.713208,0,0.204546,6.075472,0.555556,P
59,0,0.463576,0.661017,0,0.066667,7.444444,0,N
592,0.005079,0.422857,0.761824,0.010135,0.137931,5.558705,0.5,P
90,0,0.412017,0.733333,0,0.05,6,1,P
2218,0.00201,0.450997,0.707394,0.002254,0.083333,6.219597,0,P
20,0,0.54717,0.75,0,0.333333,5.294118,0,P
39,0,0.535354,0.769231,0.025641,0,5.625,0,P
587,0.003041,0.522506,0.781942,0.003407,0.277778,6.933054,0.4,N
121,0,0.465116,0.661157,0,0.083333,5.589744,0,P
3266,0.009226,0.54375,0.825781,0.044397,0.295238,6.482651,0.354839,N
3586,0.005195,0.552942,0.789738,0.008645,0.393939,6.82217,0.871795,N
79,0,0.468208,0.696203,0,0.4,5.633333,0.75,P
33181,0.005903,0.510333,0.64769,0.004641,0.22853,6.726758,0.580189,N
9198,0.021548,0.520853,0.682105,0.033159,0.097222,6.343959,0.25,N
631,0.001057,0.557611,0.852615,0.001585,0.5,6.34471,0.166667,N
92,0.009132,0.43379,0.652174,0,0.083333,6.608108,1,P
421,0.004476,0.486124,0.703088,0.002375,0.02439,5.439863,1,P
93,0,0.48,0.806452,0,0,5.394737,0,P
268,0.003035,0.391502,0.544776,0,0.041667,6.758865,1,P
84,0,0.425641,0.666667,0,0,5.528571,0,P
5059,0.029339,0.538447,0.858865,0.003953,0.592593,7.628956,0.169643,N
862,0.000873,0.5299,0.728538,0,0.07047,5.587744,0.666667,P
553,0.003213,0.515424,0.786618,0.001808,0.230769,5.422434,0.833333,P
453,0,0.46777,0.713024,0.211921,0.326923,5.188329,0.705882,P
2062,0.010195,0.443003,0.796799,0.00097,0.251852,6.81918,0.323529,N
11721,0.021819,0.547599,0.645679,0.20459,0.090231,7.093915,0.46281,N
112,0,0.512727,0.625,0,0.173913,5.705882,0.75,P
77,0.004902,0.5,0.766234,0,0,6.045455,0,P
190,0.00369,0.422509,0.794737,0.005263,0.217391,5.840278,0.6,P
483,0.00738,0.487823,0.770186,0,0.192308,6.466077,0.6,P
253,0,0.486091,0.750988,0,0.416667,6.10582,0.8,P
82,0.01992,0.601594,0.878049,0.012195,0.333333,6.013889,0,N
26,0,0.623188,0.730769,0,0,5.65,0,P
446,0,0.438182,0.643498,0,0.153846,6.342949,0.833333,P
52,0,0.391304,0.846154,0,0.25,5.424242,0.5,P
453,0.000777,0.426573,0.746137,0.169978,0.12963,5.625,0.142857,P
868,0.002662,0.515528,0.751152,0,0.214286,5.924499,0.333333,N
658,0.006494,0.494097,0.756839,0.00152,0.083333,6.464359,0.666667,P
3047,0.003638,0.569444,0.83131,0.004923,0.60241,6.625584,0.32,N
703,0.033087,0.436221,0.752489,0.001423,0.065574,5.252927,0,P
1111,0.003286,0.505294,0.692169,0.005401,0.112069,5.839599,0.538462,P
24,0,0.469697,0.75,0,0.5,5.52381,1,P
23,0,0.5,0.695652,0,0,4.3125,0,N
140,0.020501,0.526196,0.8,0,0.333333,7.007692,0,N
278,0,0.45055,0.751799,0.122302,0.12,7.150862,1,N
42,0,0.466667,0.666667,0,0,6.194444,0,P
414,0.037037,0.482963,0.971015,0.036232,0,5,0,P
45,0,0.442105,0.577778,0,0.238095,6.72093,1,P
473,0.002295,0.557766,0.801269,0.010571,0.125,5.834135,0.5,P
1462,0.011434,0.513288,0.622435,0.004788,0.184615,6.385753,0.166667,N
992,0.002944,0.494295,0.784274,0.105847,0.252033,5.393072,0.645161,P
1085,0,0.475627,0.731797,0,0.145455,5.626667,0.5,P
185,0.026201,0.502183,0.718919,0.005405,0.176471,7.314961,1,P
13348,0.074192,0.547004,0.786185,0.005844,0.356627,7.046232,0.236487,N
42,0,0.515152,0.761905,0,0.3,4.914286,0.333333,P
1844,0.005677,0.502523,0.671909,0.002169,0.129921,5.651181,0.545455,P
6,0,0.666667,0.833333,0,0,3,0,P
182,0,0.397436,0.659341,0.78022,0.157895,5.412162,0.666667,P
156,0,0.512605,0.660256,0.070513,0.210526,5.847328,0.5,P
1693,0.054764,0.57547,0.748376,0.023036,0.528736,6.547966,0.630435,N
1841,0.004085,0.495429,0.766975,0.030418,0.136564,5.635708,0.516129,N
122,0.004274,0.401709,0.795082,0,0.016949,2.982456,1,P
26815,0.005342,0.482049,0.683871,0.359761,0.144272,6.084861,0.620137,P
1574,0.03652,0.339641,0.965693,0.228081,0,3.75,0,P
360,0,0.483493,0.738889,0,0.081081,6.103943,0.666667,P
374,0.002844,0.546919,0.839572,0.010695,0.090426,6.794944,0.470588,N
293,0.006113,0.43154,0.784983,0,0.09375,6.272,1,P
1048,0.00401,0.564775,0.923664,0.002863,0.522727,7.099276,0.565217,N
1010,0.005132,0.556446,0.773267,0.026733,0.149425,6.922897,0.923077,N
644,0.010368,0.541732,0.809006,0.013975,0.185185,7.511521,0.5,N
4163,0.007411,0.521424,0.734086,0.001682,0.146893,6.721958,0.307692,N
851,0.002396,0.490656,0.635723,0.045828,0.226804,5.426396,0.5,P
416,0.004803,0.383285,0.637019,0,0.219512,5.850319,1,P
21131,0.014947,0.476503,0.626378,0.304624,0.072915,4.947351,0.413333,N
73,0,0.536145,0.753425,0,0.166667,5.384615,0,P
1410,0.007619,0.507054,0.735461,0.001418,0.225,6.488869,0.444444,N
288,0,0.408955,0.618056,0.100694,0.134615,5.46114,0.857143,P
6678,0.002624,0.449033,0.629979,0.001048,0.192182,6.502321,0.389831,P
28,0,0.421053,0.785714,0,0,5.809524,0,P
84,0.010811,0.540541,0.654762,0.404762,0.153846,5.698413,0.5,P
281,0,0.465311,0.758007,0.078292,0.12,4.926724,0.666667,P
114,0,0.56015,0.798246,0,0.666667,7.089286,0,N
72,0,0.443038,0.722222,0,0.285714,6.555556,1,P
422,0.000974,0.503408,0.675356,0,0.012987,6.643678,0,P
1916,0.001332,0.470409,0.715553,0.364823,0.073034,6.133731,0.538462,P
94,0,0.479021,0.861702,0,0,5.422535,0,P
290,0,0.428752,0.741379,0,0,5.433476,0,P
424,0.011515,0.560673,0.773585,0.002359,0.142857,6.863248,1,N
420,0.002483,0.427152,0.75,0.069048,0.257576,5.195046,0.705882,P
36791,0.078982,0.543223,0.735343,0.012422,0.234719,6.425612,0.128472,N
427,0.007414,0.483781,0.697892,0.103045,0.06,5.047337,1,P
80,0,0.5,0.7125,0,0.2,6,1,P
237,0,0.532399,0.734177,0,0.090909,6.4,0,P
59,0,0.432099,0.728814,0.016949,0.117647,5.222222,0.5,P
377,0,0.480533,0.668435,0.169761,0.147541,6.688645,1,P
21,0,0.521739,0.761905,0,0,6.75,0,P
70,0,0.612245,0.628571,0,0.155556,5.722222,0.857143,P
33919,0.014268,0.455207,0.560305,0.371178,0.118644,6.55979,0.448179,N
275,0.001524,0.51372,0.68,0,0.047619,5.473958,0.666667,P
504,0.001539,0.473077,0.708333,0,0.075,5.980392,0.333333,P
34,0,0.531915,0.823529,0,0.142857,5.967742,0,P
343,0,0.531392,0.833819,0,0.3125,7.582329,0.3,N
485,0.002608,0.485007,0.83299,0.204124,0.19403,5.31701,0.769231,P
1991,0.016375,0.46465,0.674033,0.010548,0.089595,5.36612,0.225807,P
208,0.003663,0.53663,0.754808,0,0.133333,6.557047,0,P
110862,0.024347,0.530387,0.672043,0.066398,0.194404,7.062974,0.556818,N
1377,0.059466,0.557052,0.846768,0.002179,0.591549,7.935458,0.142857,N
101,0,0.456,0.811881,0,0.05,5.506849,1,P
1488,0.050608,0.587199,0.786962,0.010753,0.157895,7.61949,0,N
281,0,0.495294,0.836299,0.032029,0.2,5.60989,0,N
624,0,0.47294,0.684295,0,0.232143,6.576389,0.615385,P
4906,0.009421,0.449136,0.634122,0.002854,0.179878,5.955235,0.457627,P
159,0,0.378661,0.704403,0,0.055556,6.363636,0,P
510,0,0.46384,0.676471,0,0.068493,6.270833,0.4,P
78,0.003165,0.424051,0.769231,0,0.071429,3.508475,1,P
7818,0.019572,0.553637,0.850985,0.011128,0.230539,6.759246,0.246753,N
1466,0.001353,0.464411,0.69236,0.015007,0.222222,5.80135,0.55,P
4760,0.001675,0.51541,0.67458,0.001681,0.136,6.206761,0.647059,N
16952,0.051075,0.404404,0.450389,0.015573,0.189189,5.699103,0.148571,N
215,0,0.459168,0.813954,0,0.090909,5.660606,1,P
107,0.004237,0.559322,0.607477,0.102804,0,6.948052,0,P
167,0,0.459208,0.682635,0,0.2,5.109244,0.714286,P
500,0,0.530677,0.762,0,0.171429,6.614155,0.833333,P
17438,0.036718,0.532651,0.639466,0.013304,0.121894,6.122377,0.350319,N
37,0,0.350746,0.945946,0,0,6.258065,0,P
1375,0.016002,0.539463,0.683636,0.000727,0.095238,5.811213,0.5,N
237,0,0.460857,0.78903,0.004219,0,6.075377,0,P
2684,0.001612,0.456609,0.706781,0.537258,0.211055,6.097359,0.285714,P
3357,0.00421,0.524732,0.824844,0.003873,0.184282,6.041284,0.470588,N
4561,0.001504,0.449737,0.703793,0.049331,0.09154,5.439379,0.636364,P
2922,0.094851,0.570482,0.747776,0.015743,0.157895,7.42505,0.111111,N
279,0.001508,0.464555,0.727599,0.010753,0.189189,5.446078,0.571429,P
2417,0.007318,0.53842,0.834092,0.00331,0.341463,6.068293,0.321429,N
1015,0.00078,0.443231,0.641379,0.435468,0.117647,6.107813,0.7,P
2224,0.025926,0.618724,0.495504,0.003148,0.089655,6.253794,0.307692,N
23,0,0.492064,0.782609,0,0.133333,5.428571,1,N
8,0,0.434783,0.625,0,0,3,0,P
196,0.012302,0.595782,0.69898,0,0.081081,3.990385,0.666667,P
228,0.00156,0.49142,0.745614,0,0.15625,6.86631,0.6,P
1956,0.04597,0.530041,0.611963,0.050614,0.166023,4.722112,0.209302,N
467,0,0.431921,0.627409,0.083512,0.188679,6.513514,0.6,N
1222,0.006348,0.55925,0.769231,0.000818,0.023909,5.824428,0.217391,N
375,0,0.448075,0.674667,0,0.222222,5.606349,0.625,P
612,0.001839,0.476395,0.72549,0.001634,0.027027,6.621333,0,P
237,0.003077,0.461539,0.780591,0,0.055556,6.241758,1,P
625,0.096758,0.447382,0.8064,0.0016,0.18,6.092072,0.666667,P
331,0.007663,0.464879,0.625378,0.114804,0.151724,6.362416,0.909091,N
1158,0.003546,0.412766,0.636442,0,0.203008,5.641604,0.703704,P
292,0,0.472557,0.736301,0,0.15493,5.850622,0.545455,P
1103,0,0.447633,0.658205,0.023572,0.139535,5.640823,0.666667,P
1277,0.058801,0.427731,0.848081,0.018794,0.093023,4.677936,0.5,N
2635,0.005728,0.562446,0.852372,0.097913,0.330827,6.968944,0.261364,N
2782,0.087313,0.560821,0.754853,0.020129,0.328358,5.195817,0.227273,N
409,0.004858,0.585425,0.867971,0.007335,0.368421,7.624665,0.285714,N
70,0,0.476852,0.771429,0,0,6.163934,0,P
2340,0.009239,0.432511,0.752564,0.063675,0.169528,5.311412,0.708861,P
1079,0.0048,0.4368,0.639481,0,0.163044,6.159588,0.533333,P
9575,0.003127,0.487595,0.791749,0.672898,0.138439,4.733782,0.414894,P
85,0,0.485149,0.729412,0.4,0.058824,5.704225,1,P
356,0.000955,0.51958,0.814607,0,0.277778,6.327586,0,P
23,0.029851,0.522388,0.826087,0,0.25,6.111111,0,P
200,0.020284,0.458418,0.675,0,0.03125,4.80916,0.5,P
141,0,0.5,0.659575,0,0.193548,5.928571,1,P
347,0.001198,0.449102,0.665706,0,0.076923,5.709924,1,P
800,0.000505,0.45785,0.67875,0.19125,0.285714,5.905544,0.388889,P
172,0.002591,0.448187,0.616279,0,0.1,6.166667,0.333333,P
55,0,0.464088,0.872727,0,0,6.510638,0,P
46,0,0.442105,0.521739,0,0.777778,5.714286,1,P
62,0,0.430168,0.758065,0,0.25,5.3,0.5,P
88,0,0.470588,0.727273,0,0.090909,6.474359,1,P
2711,0.002749,0.458225,0.636665,0.002582,0.188525,6.040884,0.76087,P
2290,0.020007,0.542601,0.695633,0.00131,0.197531,6.296323,0.5,N
507,0.000812,0.449228,0.629191,0,0.084507,5.96109,0.5,P
37,0,0.415094,0.783784,0,0,5.5,0,P
37,0,0.454546,0.783784,0,0,6.129032,0,P
280,0,0.461322,0.725,0.382143,0.115385,5.62069,0.666667,P
357,0.004065,0.504065,0.815126,0.002801,0.194444,5.419795,0.571429,P
3933,0.006677,0.49071,0.878464,0.028986,0.302326,6.109102,0.351648,N
71,0,0.465609,0.760563,0.070423,0.022727,5.269841,0,P
372,0.0046,0.590616,0.884409,0.024194,0.818182,6.693452,0.555556,N
410,0.00361,0.442238,0.707317,0.004878,0.1,6.472924,0.333333,P
88,0.004587,0.43578,0.704546,0,0.066667,6.085714,1,P
10,0,0.565217,0.8,0,0,5.571429,0,P
14369,0.015041,0.518869,0.691906,0.160763,0.178832,6.068319,0.44898,N
172,0,0.493213,0.726744,0.005814,0.066667,5.940741,1,P
832,0.01182,0.593853,0.734375,0.008414,0.575758,6.634146,0.736842,N
4572,0.01261,0.564712,0.559711,0.019904,0.150259,6.3728,0.172414,N
789,0.000517,0.512662,0.681876,0.017744,0.148936,6.248908,0.285714,P
285,0.002833,0.491501,0.729825,0,0.4,6.036036,0.833333,P
2609,0.00598,0.538677,0.864699,0.000383,0.275,6.806316,0.363636,N
1783,0.010299,0.537553,0.630398,0.001683,0.072727,6.412008,0,N
907,0.003995,0.525522,0.734289,0.003308,0.123377,4.819277,0.526316,P
453,0.003902,0.472195,0.655629,0,0.052632,5.405229,0.5,P
42,0,0.530435,0.809524,0,0.75,5.666667,0,P
96,0,0.509009,0.71875,0,0.071429,5.816901,1,P
43,0,0.485981,0.651163,0,0.2,6.054054,1,P
361,0,0.460123,0.603878,0,0.029412,5.766798,0.142857,P
226,0,0.483333,0.59292,0.128319,0.155556,5.401361,0.571429,P
159,0,0.460241,0.710692,0,0,5.355556,0,P
543,0.00263,0.476003,0.79558,0.001842,0.142857,6.439904,0,P
5111,0.120275,0.158274,0.245549,0.029935,0.042289,5.59322,0,N
795,0.001016,0.502793,0.69434,0.008805,0.148148,5.152597,0.75,P
1411,0.104836,0.607008,0.820695,0.004961,0.273292,6.410256,0.272727,N
2620,0.040541,0.478254,0.637405,0.016031,0.195804,5.45012,0.357143,N
566,0.004027,0.477852,0.671378,0.150177,0.121622,5.154472,0.777778,P
752,0,0.441285,0.671543,0,0.117647,6.329068,0.5,P
62,0,0.442308,0.693548,0,0.142857,5.924528,0,P
3182,0.002747,0.466914,0.693275,0.372407,0.09596,6.311365,0.631579,P
390,0.00088,0.498239,0.684615,0.048718,0.038462,4.953192,0.333333,P
152,0,0.458221,0.717105,0,0,6.53211,0,P
1915,0.007173,0.436143,0.674674,0.182768,0.172297,5.829291,0.627451,P
155,0.007371,0.488944,0.645161,0.167742,0,5.715909,0,P
154,0.006667,0.453333,0.772727,0.006494,0.666667,5.556522,0.333333,P
18156,0.073403,0.536927,0.709628,0.093963,0.103712,5.841701,0.336842,N
2351,0.001861,0.493656,0.72097,0.051042,0.305556,5.890564,0.393939,P
84,0,0.486957,0.785714,0,0.1,6.730769,1,P
37,0,0.496124,0.783784,0.243243,0,5.117647,0,P
220,0.001808,0.433996,0.690909,0,0.088889,5.808383,0.75,P
56,0,0.503448,0.714286,0,0.25,5.64,1,P
45,0,0.370588,0.688889,0.044444,0.25,5.514286,0,P
570,0.006473,0.463592,0.547368,0,0.035,5.353135,0.285714,P
707,0.010347,0.457091,0.589816,0.114569,0.407407,6.051151,0.704546,N
359,0.001147,0.451835,0.649025,0.011142,0.105263,6.364964,0.5,P
175,0,0.460285,0.811429,0,0.16,5.160305,1,P
139,0,0.496124,0.769784,0,0.363636,5.551724,1,P
674,0.006794,0.481161,0.692878,0,0.148148,5.748047,1,P
1402,0.006257,0.444777,0.67475,0.264622,0.103261,5.84026,0.736842,P
70,0,0.455056,0.714286,0.171429,0.125,5.266667,0.5,P
111,0.003333,0.476667,0.720721,0,0,6.217391,0,P
244,0.001484,0.459941,0.729508,0,0.266667,5.853107,0.25,P
145,0,0.475845,0.882759,0.075862,0.392857,6.06087,0.727273,P
3314,0.046018,0.559086,0.826494,0.005432,0.506494,6.79558,0.410256,N
123,0,0.507508,0.772358,0.089431,0,6.435185,0,N
416,0.003724,0.284296,0.608173,0.014423,0.3,6.612167,0.466667,P
556,0.032461,0.36313,0.971223,0.350719,0,7.8,0,N
391,0.002773,0.495379,0.769821,0.002558,0,6.345161,0,P
3765,0.004288,0.533952,0.658699,0.008499,0.167665,6.029764,0.642857,P
3031,0.002251,0.496792,0.773012,0.00033,0.15655,5.783544,0.632653,P
79,0,0.509174,0.810127,0,0,6.333333,0,P
384,0.003195,0.532481,0.679688,0,0.185185,6.05694,0.7,P
215,0.001661,0.460133,0.804651,0.018605,0,5.252941,0,P
288,0.010112,0.479775,0.732639,0,0.12766,5.8125,0.833333,N
106,0,0.45749,0.688679,0,0.333333,5.581395,1,P
804,0,0.493188,0.671642,0,0.147541,6.397482,0.333333,P
4334,0.000468,0.386644,0.685279,0.888325,0.070022,5.932416,0.5625,P
467,0.02917,0.454749,0.732334,0.008565,0.255814,5.563177,0.545455,P
249,0.002963,0.503704,0.787149,0,0.272727,5.906542,1,P
78,0,0.45815,0.717949,0.679487,0.083333,5.409091,1,P
355,0.001127,0.470124,0.676056,0,0.22,5.699275,0.954546,P
500,0.005636,0.507246,0.738,0.002,0.137931,5.236145,0,N
1718,0.00391,0.50368,0.734575,0,0.178571,6.168784,0.5,P
401,0.001852,0.381482,0.65586,0.793018,0.047059,5.594059,0.75,P
658,0.00148,0.574741,0.913374,0.015198,0.434783,6.818923,0.5,N
197,0.002092,0.42887,0.604061,0.005076,0,6.328767,0,P
15046,0.044433,0.545854,0.693739,0.014888,0.169576,6.248772,0.125,N
137,0,0.450311,0.693431,0,0.266667,4.774775,0.583333,P
116,0,0.493671,0.767241,0,0.111111,6.927711,0.5,P
946,0.013428,0.494471,0.718816,0.039112,0.052326,5.501718,0.444444,P
628,0.011425,0.560484,0.644905,0.003185,0.25,7.383074,0.8,N
26717,0.068327,0.668356,0.531647,0.01471,0.211577,5.56933,0.226415,N
278,0,0.526385,0.805755,0,0.363636,6.809735,0.75,P
90,0,0.46729,0.633333,0,0.034483,5.671429,1,P
325,0.00201,0.494472,0.8,0,0.702128,5.882353,0.69697,P
2217,0.001443,0.462915,0.711773,0.955345,0.092896,5.088056,0.411765,P
867,0.000488,0.491699,0.678201,0.005767,0.109375,6.50678,0.714286,P
397,0,0.407839,0.649874,0,0.105263,6.091185,1,P
217,0.00173,0.413495,0.682028,0,0.275862,6.422619,0.875,P
502,0,0.491575,0.752988,0.063745,0.12069,5.672973,0.571429,P
1132,0,0.450937,0.659011,0.115724,0.166667,5.91678,0.571429,P
254,0.006085,0.602434,0.547244,0.007874,0.526316,5.677966,0.55,P
118,0,0.457413,0.669492,0.381356,0.055556,5.705263,1,P
338,0,0.43118,0.606509,0,0.333333,6.077739,0.571429,P
80,0,0.457143,0.6375,0.0125,0.076923,6.114754,0,P
8071,0.008267,0.523866,0.68393,0.17978,0.10327,6.109091,0.416667,N
214,0.001838,0.534927,0.752336,0,0.333333,6.177778,1,P
521,0,0.419626,0.735125,0.003839,0.183333,5.610592,0.636364,P
1034,0.000388,0.490888,0.689555,0.035783,0.1,5.661041,0.769231,P
386,0,0.500478,0.823834,0.028497,0.291667,5.973134,0.142857,P
77,0,0.48913,0.675325,0,1,6.446154,0.5,P
184,0.004228,0.511628,0.733696,0.005435,0.230769,5.493671,1,P
4211,0.013697,0.566373,0.757777,0.024697,0.354331,6.665258,0.444444,N
84,0,0.438597,0.595238,0,0.1,5.75,1,P
12628,0.040268,0.556174,0.68942,0.008236,0.176656,7.092446,0.196429,N
160,0,0.406077,0.68125,0,0.173913,5.811024,1,P
265,0.001433,0.487106,0.679245,0.003774,0.181818,7.08427,0.5,P
877,0.000829,0.431649,0.686431,0.40935,0.194805,5.969748,0.533333,P
753,0.003804,0.490761,0.654715,0.001328,0.180328,7.317618,1,N
457,0.001477,0.45938,0.787746,0,0.153846,6.842975,0,N
63,0.005988,0.48503,0.777778,0.015873,0,6,0,P
3366,0.00387,0.441448,0.592989,0.000891,0.159091,6.219721,0.666667,P
2280,0.017615,0.550273,0.797368,0.011842,0.254902,6.635005,0.307692,N
1684,0.014877,0.578561,0.83848,0.002375,0.365385,6.950727,0.684211,N
132,0,0.451327,0.742424,0,0.119048,5.287129,0.8,P
311,0.002821,0.448519,0.655949,0,0.081633,5.079268,1,P
1294,0.02075,0.570495,0.743431,0.093509,0.259259,7.043532,0.571429,N
82,0,0.470874,0.719512,0,0.142857,5.071429,1,P
127,0,0.466667,0.834646,0,0.173913,6.510417,0.75,P
5273,0.08483,0.585106,0.686706,0.177698,0.134783,6.662584,0.129032,N
113,0,0.40239,0.575221,0.00885,0.025,5.454546,1,P
216,0.003552,0.451155,0.699074,0,0.25,6.643275,1,N
459,0.000907,0.482321,0.675381,0.002179,0.155172,5.767313,0.888889,P
1136,0.005493,0.518936,0.798416,0.008803,0.065327,5.935252,0.846154,N
162,0.014354,0.492823,0.753086,0,0.285714,6.4,0.5,P
407,0,0.535552,0.882064,0,0.285714,6.531507,1,N
2579,0.001574,0.491424,0.667701,0.000776,0.144201,6.081597,0.673913,N
316,0,0.491071,0.734177,0,0.023529,5.275472,1,P
896,0.00045,0.462888,0.680804,0.002232,0.078125,5.554817,0.3,P
1115,0.015293,0.45645,0.733632,0.051121,0.272727,5.287411,0.375,N
432,0.001862,0.438548,0.659722,0.002315,0.222222,6.013746,0.666667,P
694,0.001148,0.41217,0.657061,0,0.272727,6.263566,0.714286,P
89,0,0.450237,0.651685,0,0.125,6.102564,1,P
3632,0.00127,0.498095,0.750275,0.070485,0.195489,5.342534,0.461539,P
189,0,0.472767,0.671958,0,0.076923,6.102941,1,P
2790,0.003144,0.49607,0.663799,0.000358,0.127517,5.664256,0.473684,P
229,0,0.490018,0.707424,0.004367,0.090909,5.536083,0,P
319,0,0.484615,0.833856,0,0.06,6.177474,0.666667,P
45,0,0.451613,0.933333,0,0.153846,5.304348,1,P
11222,0.007945,0.462855,0.699697,0.241134,0.116904,5.875313,0.52027,P
429,0.000762,0.537348,0.890443,0.006993,0.578947,5.917112,0.636364,P
2279,0.001345,0.406996,0.680123,0.026327,0.143564,5.510309,0.603448,P
982,0.010074,0.545912,0.733198,0.155805,0.154639,5.737796,0.333333,P
12284,0.023592,0.563074,0.807717,0.008059,0.165644,7.44529,0.296296,N
126,0.003012,0.364458,0.634921,0,0.366667,6.091837,1,P
52,0,0.503759,0.711539,0.019231,0,6.390244,0,P
138,0,0.50495,0.724638,0,0.125,6.654546,1,P
850,0.002543,0.421668,0.571765,0.015294,0.207792,6.37581,0.625,P
118,0.00551,0.484849,0.762712,0,0.166667,6.717391,1,N
118,0,0.438944,0.677966,0.11017,0.25,5.156863,0.625,P
641,0.008054,0.433705,0.669267,0.063963,0.075975,6.050633,0.756757,N
935,0.000398,0.515333,0.757219,0.37861,0.08,5.410864,1,P
911,0.000912,0.555404,0.687157,0.003293,0.032354,6.266041,0.753846,N
2370,0.002287,0.485031,0.619409,0,0.043243,5.47133,0.734375,N
201,0.008741,0.475525,0.791045,0.149254,0.1,6.033898,0.5,P
134,0.007813,0.351563,0.828358,0.007463,0.086957,6.1875,0.5,P
2137,0.004076,0.510287,0.648573,0.237716,0.157576,6.785523,0.653846,P
1532,0.000512,0.49808,0.716057,0,0.196429,5.939929,0.545455,P
1460,0.064283,0.446356,0.74863,0.064384,0.139908,5.239264,0.836066,P
6540,0.016223,0.545551,0.5237,0.013609,0.10559,7.00324,0.294118,N
88,0,0.434211,0.738636,0,0.571429,5.935897,0.5,P
129,0,0.420561,0.689923,0,0.2,6.136364,1,P
554,0.002009,0.51574,0.743682,0.198556,0.375,5.924406,1,P
1514,0.109928,0.601944,0.787979,0.063408,0.520833,6.40308,0.48,N
848,0.001661,0.459302,0.73467,0.002359,0.268657,6.134036,0.388889,N
483,0,0.499602,0.73913,0.00207,0.025,5.790503,1,P
815,0.001908,0.553435,0.701841,0.019632,0.2,7.623932,0.428571,N
166,0,0.444162,0.680723,0,0.173913,5.291971,1,P
489,0.003125,0.470313,0.721881,0.288344,0.024691,5.375494,0,P
1401,0.007308,0.450253,0.663098,0.001428,0.147826,6.40801,0.705882,P
357,0.004662,0.461539,0.616247,0,0.054054,6.168675,0,P
1602,0.001474,0.497052,0.717853,0.001873,0.151163,6.240589,0.461539,P
8,0,0.318182,0.875,0,0,7.4,0,P
88,0,0.502024,0.761364,0,0,6.352941,0,P
944,0.03075,0.455157,0.823093,0.03072,0.235294,5.465686,0.25,P
664,0.014365,0.428729,0.694277,0.545181,0.04918,5.691617,0.333333,P
2619,0.027633,0.547686,0.700267,0.011073,0.425606,7.534031,0.219512,N
2014,0.002071,0.452851,0.718967,0.71996,0.206395,5.510073,0.873239,P
83,0,0.492754,0.686747,0,0,5.56579,0,P
1031,0.00067,0.518246,0.831232,0.015519,0.604396,5.899504,0.290909,N
7,0,0.272727,0.571429,0,0,5,0,P
38,0,0.484615,0.894737,0,0,5.757576,0,P
660,0.036984,0.550498,0.862121,0.001515,0.25641,9.044555,0.6,N
844,0.022603,0.46883,0.822275,0.248815,0.030769,4.822604,0.5,P
68604,0.141376,0.549429,0.653577,0.013877,0.159829,5.779054,0.269162,N
28,0,0.380952,0.821429,0.357143,0,6.416667,0,P
130,0,0.529412,0.738462,0,0.142857,6.215686,1,P
2042,0.001045,0.473365,0.641528,0.010284,0.108844,6.088106,0.625,P
97,0,0.478261,0.71134,0.237113,0.111111,5.763889,1,P
279,0.002466,0.495684,0.817204,0,0.071429,6.324324,1,P
1367,0.003827,0.424549,0.683248,0.032187,0.096154,6.283082,0.4,P
