@relation creditcard-weka.filters.unsupervised.instance.Resample-S1-Z5.0

@attribute Time numeric
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute Amount numeric
@attribute Class {0,1}

@data
86016,-1.029595,1.403296,0.987842,-0.028307,-0.713836,-0.781863,0.650954,0.315781,-0.411787,-0.286421,-0.500531,0.15593,0.220397,0.358571,0.821986,0.32434,-0.253415,-0.333196,-0.027552,0.132655,-0.220328,-0.615413,0.103865,0.360365,-0.100316,0.07986,0.277051,0.100175,75.33,0
77424,1.296653,0.696053,-0.698704,1.155179,0.485034,-0.766111,0.2876,-0.186209,-0.018697,-0.67749,-0.642917,-0.444331,-0.009679,-1.367239,1.161452,0.84571,0.594808,0.87831,-0.308429,-0.077045,-0.124041,-0.284566,-0.226188,-0.591578,0.799872,-0.275007,0.033512,0.048779,1,0
58485,1.120711,-1.020131,0.655736,-0.349953,-1.418365,-0.641535,-0.563941,-0.12385,-0.327086,0.396337,-0.559109,-0.266149,0.138005,-0.544968,-0.328611,0.792791,0.608179,-1.771079,0.903449,0.319919,-0.079804,-0.463708,-0.017082,0.383295,0.268729,-0.441391,0.00406,0.044873,140.79,0
81079,1.140261,-0.282622,1.196118,0.734512,-0.988537,0.123414,-0.75529,0.244046,1.043207,-0.279203,-0.612765,0.170316,-0.640264,-0.252116,0.533121,-0.092643,0.156106,-0.628451,-0.36181,-0.167991,-0.075186,-0.022947,0.072553,0.09762,0.135312,0.454472,0.020837,0.020914,9.99,0
38917,-0.585219,0.66543,0.98695,-0.315865,0.862472,0.723537,0.549717,0.149285,-0.264199,-0.396815,-0.66676,0.292938,0.1811,-0.112276,-0.99734,0.278637,-0.832234,0.517907,1.365867,0.005968,-0.184783,-0.458951,-0.374725,-1.353367,0.114988,0.298725,-0.054401,0.088366,25.82,0
83033,0.828509,-0.850388,1.08664,0.309459,-1.302729,-0.096244,-0.44302,0.073411,0.727633,-0.397788,1.298318,1.987893,1.102405,-0.55061,-1.131536,-0.018935,-0.095874,-0.326248,0.61567,0.348332,-0.052282,-0.250833,-0.070825,0.651749,0.05783,0.89054,-0.061136,0.038215,177.44,0
29601,-0.618964,0.330156,1.52889,0.949336,0.760353,3.664189,-0.366277,0.97039,0.007578,-0.166622,0.268038,0.367693,-0.073112,-0.104242,1.470232,-1.203285,0.707724,-0.524593,0.990822,0.033886,0.100043,0.634487,-0.124649,-2.72865,-0.418073,0.009566,0.176427,0.088415,69.91,0
73523,1.280854,0.271317,0.110454,0.072346,-0.223505,-1.281376,0.426141,-0.398043,-0.278309,-0.181332,0.086944,1.004905,1.406976,0.152354,0.701033,0.053571,-0.280538,-1.177452,0.26701,0.035983,-0.421597,-1.224791,0.183227,0.444425,0.143207,0.616241,-0.094037,0.008622,17.97,0
43528,-1.552092,-1.796124,2.386977,-2.413362,-0.045693,-0.862179,-1.290121,0.350914,-2.355384,0.769143,1.231424,-0.59015,-0.220706,-0.265032,-0.282804,-0.03342,0.193386,0.458863,-1.388378,-0.01318,0.195701,0.407266,0.062887,0.176937,0.315681,-0.23588,0.011116,0.079188,44.6,0
30688,-1.803451,1.319525,0.793831,0.447426,0.191135,-0.275629,0.946229,-0.573614,0.861838,2.16744,0.777101,-1.051353,-2.528846,0.109969,0.807796,-0.189364,-0.719825,0.849172,0.840089,0.030297,-0.005811,0.370344,-0.05494,-0.057314,-0.249421,-0.445032,-0.80579,0.038425,21.65,0
61369,0.929268,-1.034737,0.488414,0.108486,-0.801021,0.678226,-0.627604,0.288656,1.451009,-0.530376,-1.693429,-0.361996,-1.154501,-0.289609,0.186002,-0.037315,0.137736,-0.566945,0.443885,0.163884,-0.190568,-0.67432,-0.140016,-0.88791,0.094292,1.022202,-0.057249,0.025681,168.31,0
135316,1.987817,-0.620267,-0.200311,0.035503,-0.630619,0.46261,-1.117763,0.340413,1.261802,0.171184,0.271278,0.433887,-0.566015,-0.018469,0.226429,1.051096,-1.027454,0.794147,0.166608,-0.18804,0.036274,0.170409,0.304726,0.284456,-0.573263,0.459025,-0.024985,-0.048499,1,0
63555,-1.189262,1.108678,0.805301,-0.261828,0.029034,-1.332183,0.310603,0.324105,-0.33364,-0.767818,-0.545627,-0.088898,-0.284965,-0.060663,0.460396,0.746295,-0.07312,-0.11922,-0.7463,-0.147822,-0.162884,-0.632672,-0.022424,0.330086,-0.564134,-0.119308,0.140774,0.073354,0.89,0
68990,-0.843176,-0.382648,2.921335,-1.462075,-1.424683,-0.157172,-0.429529,0.204473,-0.582161,-0.292549,-1.087704,-0.449665,0.162483,-0.774158,0.213439,-0.763393,-0.298045,1.629948,-1.430378,-0.293382,-0.113372,0.061725,-0.086869,0.428002,0.04557,1.068288,0.001143,0.074278,67.54,0
74550,1.434284,-1.132033,0.272952,-1.550669,-1.20694,-0.050975,-1.12178,0.086851,-2.000613,1.577708,1.050557,-0.519453,-0.123868,0.015121,0.207622,-0.373026,0.450301,0.184995,-0.189394,-0.352214,-0.156435,-0.110601,0.008575,-0.333829,0.304791,-0.173454,0.036225,0.00491,25,0
52175,0.77455,-0.890837,0.622001,0.847978,-0.781463,0.347945,-0.191609,-0.014415,0.863614,-0.472254,-1.361789,1.083259,1.629663,-0.811419,-0.462473,0.093198,-0.324155,-0.369554,0.455288,0.504124,-0.103437,-0.507978,-0.278506,-0.362511,0.328992,0.39628,-0.027647,0.060212,250,0
82832,-1.796495,1.753687,0.608741,0.647866,-0.31395,-0.823909,0.816421,-0.166158,0.733753,1.675544,-0.608548,-0.948646,-1.471689,0.092037,1.319678,-0.422958,-0.235592,0.179631,0.33721,0.385923,-0.093382,0.360804,-0.228497,0.348248,-0.196836,-0.448565,-0.588355,-0.571278,28.35,0
36150,0.961468,-0.121231,0.242802,1.089445,-0.332521,-0.285842,0.079369,0.088101,-0.110896,0.133489,1.490435,0.348721,-1.412997,0.903753,0.609219,-0.033771,-0.24809,0.005393,-0.537586,-0.062345,0.162329,0.23602,-0.124118,0.206153,0.47949,-0.334485,0.000504,0.022435,98.33,0
2626,0.98356,-0.13545,0.494679,0.672683,-0.382024,-0.216187,0.004803,0.047664,0.052814,-0.185603,0.477306,0.485202,-0.088533,0.399677,1.560154,-0.357671,0.28051,-1.498851,-0.992389,-0.013693,-0.131337,-0.523707,0.165661,0.08576,-0.016429,0.125393,-0.013762,0.029836,87.68,0
67006,1.174746,0.787953,-0.001984,2.548133,0.312812,-0.472587,0.285878,-0.117775,-0.802895,0.197298,-0.596266,-0.384779,0.149946,-0.88673,0.596743,1.186142,0.10122,0.189045,-0.902336,-0.053754,-0.275201,-0.883423,-0.012504,-0.254645,0.414576,-0.158295,-0.002444,0.049319,25.72,0
143120,-0.724152,-1.570915,-0.139267,-3.862315,2.3178,3.391647,-0.904252,0.744522,-1.755158,0.968212,-0.440638,-1.191524,0.152445,-0.721876,-0.335334,-0.412941,-0.060152,-0.033434,-0.946651,-0.343329,-0.122556,0.194517,0.33428,0.668562,-0.2766,-0.316911,-0.072642,-0.06131,12.5,0
155050,0.285412,0.837827,-0.421605,-0.568154,0.987699,-0.624011,0.84945,-0.03708,-0.388924,-0.807614,1.097695,0.690088,0.022635,-0.787329,-1.027066,0.487516,0.134371,0.237309,0.017394,-0.125026,-0.196628,-0.5549,0.174315,0.667165,-0.870728,0.008427,0.031762,0.068723,0.99,0
100953,2.005924,0.005301,-0.724626,0.193017,0.078164,-0.420387,-0.206935,-0.152738,1.432671,-0.149423,2.282622,-1.094155,2.455104,1.801132,-0.631459,0.57768,-0.145309,-0.111224,0.09734,-0.141184,-0.548757,-1.398477,0.578695,0.671897,-0.737357,-0.077041,-0.099178,-0.054558,9.91,0
120381,-0.407768,1.229397,-0.102695,-0.533517,1.453854,-1.184411,1.842176,-0.600263,-0.716582,-0.921386,-0.154673,-0.443396,-0.45398,-0.959704,-0.330351,-0.508017,0.882058,-0.321344,-0.247506,-0.017354,-0.004816,0.165761,-0.603516,1.068478,1.178323,0.760096,-0.450363,-0.295379,15.42,0
72606,-3.711648,-0.129915,-0.399734,1.501662,0.980125,-1.430669,0.086511,0.294096,-0.417978,0.285286,1.703393,0.95427,0.919743,-1.053973,0.625675,0.61344,0.679552,1.076022,0.772714,-1.369307,-0.412764,0.720179,1.49213,0.262176,0.341706,-0.280603,0.161648,-0.08231,1,0
46653,1.266632,-0.291235,-0.954074,-0.281652,1.850795,3.679324,-0.736356,0.911196,0.515491,-0.158508,-0.566567,0.268542,-0.173921,-0.049966,-0.182425,-0.006049,-0.416564,-0.113031,0.558914,0.008482,-0.159518,-0.382894,-0.108739,1.058807,0.705316,0.42601,-0.012903,0.006256,12.36,0
84192,-0.333353,0.959785,1.671633,2.485774,0.258343,1.116138,0.208289,0.357873,-0.923529,0.627145,0.50106,0.342831,-0.446223,-0.019521,-0.943884,-0.318204,0.112776,-0.061305,0.508755,-0.060237,0.061717,0.319847,-0.154361,-0.290099,-0.213306,0.150437,-0.029248,0.034521,18.38,0
30089,-0.965075,0.987784,0.833003,0.251294,3.004411,4.1799,0.599849,0.489327,-0.439287,0.715123,-0.699366,-0.522018,-0.390804,-0.662443,-0.995304,0.557408,-1.223664,-0.222938,-0.738959,-0.022974,-0.312875,-0.845252,-0.2087,0.956806,0.154833,-0.413465,-0.790133,-0.363175,7.46,0
152558,1.912747,-0.616901,-0.540336,0.363359,-0.488421,0.015989,-0.621018,0.022937,1.220061,-0.033769,-1.220691,0.386725,0.543484,-0.344525,0.385422,0.425695,-0.633561,0.101803,-0.159832,-0.019264,0.172532,0.57503,0.109949,0.541885,-0.231213,0.544443,-0.03284,-0.032436,64.99,0
167666,2.243456,-0.684609,-1.373691,-0.902429,-0.572339,-1.365657,-0.325922,-0.41255,-0.487951,0.889143,-0.793676,-0.786983,0.002585,0.063885,0.360049,0.933078,0.108043,-1.22961,0.481325,-0.052005,0.418209,1.230882,-0.025369,-0.055014,0.217675,0.076903,-0.039897,-0.068231,10,0
30551,0.896692,-1.061919,1.529025,0.761562,-1.704895,0.32928,-0.96751,0.237876,1.873025,-0.634614,-1.358326,0.796949,-0.036828,-1.169885,-1.474447,-0.410215,0.460571,-0.504096,0.582126,0.180757,-0.043437,0.072345,-0.159442,0.468631,0.22669,1.115034,-0.018781,0.040743,142.64,0
164041,-0.63626,0.997062,1.343323,-0.131814,0.461931,-0.68996,1.119043,-0.332019,-0.224149,-0.059352,-0.793057,-0.721977,-1.064401,0.183223,0.646595,-0.695301,0.138093,-0.57829,1.201358,0.184083,-0.373961,-0.815892,-0.311793,-0.02418,0.318759,0.485186,-0.058422,-0.119449,7.23,0
153916,-0.218444,-0.125038,0.162009,-3.247886,-0.139965,-0.802399,0.31632,-0.483013,-2.018385,1.720586,0.343208,-0.788164,0.234243,-0.426665,-1.250631,-0.240183,-0.437613,0.728499,-0.681426,-0.310638,0.190618,1.093579,-0.270621,-0.32877,-0.506309,-0.197586,-0.133594,0.025063,10,0
125855,-2.079019,-2.011228,0.102928,-0.510517,1.344613,-0.148888,0.709814,-0.708821,1.253453,0.202938,0.379784,0.605379,-0.23126,-0.548896,-0.852299,0.271225,-1.130987,-0.047058,0.79036,-1.437479,-0.771736,-0.602843,-0.696263,0.39251,-1.713327,-0.686985,0.380628,-0.443182,368.94,0
168648,0.146515,1.412863,-4.003719,-1.170697,3.681486,2.383559,0.555455,1.086482,-0.604184,-1.555718,0.43677,-0.442336,-0.602627,-2.023514,-0.16935,0.416931,2.118545,0.557287,-0.798887,-0.08088,0.03007,0.146729,-0.071941,0.513453,-0.218407,0.587891,0.13728,0.041328,0.76,0
57791,-0.712087,1.482315,-0.12776,0.654977,0.360063,-0.091453,0.162286,0.440737,-0.597113,-0.165157,-1.798426,0.110121,1.181772,0.413268,1.006223,0.239038,-0.545995,0.470859,0.882219,-0.162096,0.099409,0.253333,-0.151226,-0.986493,0.071479,-0.290867,-0.578622,-0.335118,1.5,0
54907,0.729023,-1.767935,0.200341,-0.164441,-1.647156,-0.679082,-0.278736,-0.136204,-0.194666,0.366263,-0.847965,-1.135315,-1.443807,-0.118038,-0.218235,0.772004,0.749806,-1.515902,0.845114,0.639739,0.113678,-0.439829,-0.263547,0.382397,0.288798,-0.345046,-0.054987,0.072419,349.52,0
125393,2.056662,-0.778051,-2.305326,-0.445602,0.166252,-0.93561,0.375445,-0.496315,-0.885286,0.906025,-1.333802,-0.154782,0.303966,0.407147,-0.409098,-2.021353,0.047535,0.687341,-0.506217,-0.380111,-0.227065,-0.256073,-0.042377,0.526615,0.264227,0.800239,-0.121344,-0.058986,111.32,0
71325,-0.662646,0.550353,0.992516,-1.646111,-0.851227,-0.913617,-0.135853,0.371067,-1.684227,0.240024,1.077033,1.052465,1.228709,0.183685,-0.656109,-0.899787,-0.415842,1.54008,-1.255719,-0.4258,-0.034357,0.378884,0.016822,0.597266,-0.660546,0.885327,0.225026,0.157435,5.95,0
14003,1.012595,0.185411,1.857002,2.625675,-0.813686,0.741198,-1.05051,0.411449,1.078229,0.410744,2.237912,-2.310506,0.771152,1.647488,0.005918,1.168256,-0.044722,0.838389,-1.766324,-0.240469,0.167722,0.665253,0.034227,0.149377,0.061452,0.073725,0.024623,0.023365,12.16,0
47627,1.467029,-1.067862,0.455967,-1.520956,-1.448148,-0.489121,-1.081272,-0.019583,-1.996556,1.594709,0.916644,-0.504341,-0.016328,-0.033016,0.039589,0.047703,0.130784,0.426317,0.25863,-0.313374,-0.423137,-0.965415,0.156335,-0.066118,0.111641,-0.477201,0.025813,0.015776,25,0
50965,-0.60155,-0.197301,1.904362,1.348102,0.897504,1.668661,-0.213487,0.419986,0.605955,-0.163406,-0.662915,0.672635,-0.380649,-0.776339,-1.939388,-1.130583,0.320162,-0.092905,2.08821,0.255162,-0.331207,-0.507306,-0.058875,-1.325789,-0.312341,-0.412215,0.050624,-0.072954,30.6,0
155823,2.325172,-1.145364,-1.372646,-1.748502,-0.814088,-0.865244,-0.765171,-0.338078,-1.970447,1.831916,0.727041,0.18825,1.443507,-0.142441,-0.612189,-0.381474,-0.017865,0.517814,0.066484,-0.364764,0.11018,0.836518,0.008843,-0.291169,0.140922,0.067766,-0.010027,-0.072854,10,0
122453,-0.560721,-0.254524,-0.250922,-0.15546,1.924429,0.91496,1.138063,0.036095,-0.620989,-0.138586,0.76567,0.341188,-0.550474,0.555984,-0.041264,-1.581064,0.52014,-1.10285,0.651184,0.357987,0.226168,0.712296,0.108877,-1.581066,-0.448628,0.738585,-0.066213,-0.064567,122.61,0
122876,2.122499,-0.035979,-2.241932,-0.015428,1.121063,-0.00197,0.404967,-0.187574,0.050768,0.253871,0.017082,0.985556,0.589312,0.442022,-1.084427,-0.181165,-0.682006,-0.136209,0.811934,-0.128675,-0.008709,0.161452,-0.062556,-0.27253,0.371403,0.620274,-0.1037,-0.091553,6.7,0
145077,1.870819,-0.29834,-0.431959,1.383623,-0.200337,0.421346,-0.454834,0.279477,1.039295,0.165951,0.293176,0.926502,-1.189737,0.104687,-1.726657,-0.225124,-0.204938,-0.337611,0.434521,-0.29797,-0.475334,-1.204003,0.473784,0.594144,-0.383208,-1.153428,0.041363,-0.033802,17.69,0
35259,-0.364898,0.170157,1.041675,-1.773703,-0.104664,-0.93267,0.522753,-0.036657,-1.339587,-0.008213,-0.529197,-1.741417,-1.961095,0.369676,0.242535,0.837961,0.50028,-2.020092,-0.121866,-0.094128,-0.042719,-0.408945,0.071679,-0.004611,-0.379912,-0.653423,0.082918,0.123989,22.39,0
47358,1.335966,0.026173,-1.524601,-0.538389,2.287565,3.086014,-0.26019,0.692804,-0.230505,0.042477,-0.092735,0.002416,-0.047428,0.563628,0.983762,0.328973,-0.78553,-0.035991,0.260506,0.013931,-0.110609,-0.44144,-0.096045,1.038451,0.727316,0.382652,-0.050071,-0.000602,5.99,0
151125,-1.91798,2.531867,-1.430605,0.84925,0.616362,0.083805,0.611372,1.138489,-1.718737,-1.181207,0.418356,0.807641,0.465104,-0.140823,-0.74412,-0.043992,1.456216,0.983879,1.123135,-0.142332,0.085716,0.063649,-0.545704,0.134657,1.283821,-0.208999,-0.282172,-0.105056,68.87,0
45964,1.348337,-0.234827,-1.241728,-1.243407,1.903647,3.10543,-0.597784,0.761745,0.117842,-0.13176,0.009512,0.040838,0.063773,0.376033,1.323403,0.582432,-0.803835,-0.053242,0.442499,0.061591,-0.161272,-0.604915,0.007394,1.064061,0.399176,0.975412,-0.082017,-0.00258,5.76,0
61767,-1.29185,0.943624,0.636343,0.19728,-0.511502,-1.04253,0.492268,0.372945,-0.22358,-0.444972,-0.49229,-0.427501,-0.741293,0.008553,1.01249,0.575143,0.206397,0.023586,-0.116475,0.119596,-0.264036,-0.811268,0.237275,0.300628,-0.073179,0.086473,0.264097,0.060467,89.99,0
64962,1.251136,-0.839073,1.461909,-0.60344,-1.871611,-0.283129,-1.340749,0.155029,-0.523159,0.780488,1.33251,0.710978,0.653387,-0.238598,0.764507,-0.491097,-0.545872,2.024541,-0.969375,-0.402412,-0.089024,0.207058,0.076644,0.581052,-0.095099,1.082508,-0.005991,0.021768,19.95,0
125527,-0.81387,-0.069508,1.710787,-0.539,-0.719903,-0.227008,1.642091,-0.599384,0.700184,-0.58544,-0.562148,-0.562001,-0.805847,-0.390301,0.815845,0.047948,-0.761133,0.300631,-0.68684,-0.0281,0.19093,0.947239,-0.164477,0.357263,-0.12207,-0.324367,-0.201975,-0.349999,252,0
35107,-0.473947,0.659127,2.562776,0.717742,0.06486,0.864577,0.146006,0.183366,-0.441156,-0.00903,1.249535,0.656534,0.61102,-0.203558,1.147934,0.205222,-0.662658,0.691556,0.192236,0.180363,0.227962,0.851821,-0.242882,-0.287592,-0.193116,-0.266465,0.008154,-0.107444,19,0
74167,0.977491,-0.885826,0.424016,-0.702813,-0.701406,0.374895,-0.436559,0.1207,2.007481,-1.326855,-1.116304,1.170132,0.727064,-0.529089,0.48864,-0.970465,0.158357,-0.408571,0.834167,0.180785,-0.102202,-0.154506,-0.228669,-0.723504,0.565227,-0.664313,0.093136,0.0466,140.79,0
75656,-1.787486,1.855217,0.610228,-0.117842,-0.324672,-0.710006,0.52573,0.156552,-0.085025,0.519412,0.078435,0.616718,0.762063,0.072832,0.848376,-0.42422,0.078271,-0.836566,-0.568248,0.020534,0.155204,0.599175,0.012689,0.44657,-0.363161,0.205288,-0.779826,-0.291972,18.09,0
119969,-9.997107,-5.955946,-7.956761,0.508363,-19.90759,16.355534,24.664527,-8.090978,3.328837,1.736132,3.320958,-1.876201,0.739909,-4.519116,2.436206,2.329372,-2.60775,-2.838336,0.698646,-13.819566,-5.916149,-0.275281,-6.201216,0.140529,-0.510417,0.170274,-1.037684,3.500754,4861.64,0
150443,2.041317,-0.047738,-1.422975,0.166506,0.240936,-0.763244,0.160992,-0.23344,0.30421,0.164827,0.8209,1.086395,0.388931,0.600281,0.072889,0.000655,-0.836861,0.405623,0.106603,-0.203162,0.286479,0.979277,-0.052641,-0.34836,0.278079,-0.104027,-0.018773,-0.07156,3.8,0
72665,0.194657,1.012209,1.590937,1.612472,-0.336315,-0.275326,-0.005797,-0.983394,-0.763315,0.016576,0.035801,0.727695,1.297659,0.263186,1.834839,-0.449481,0.14129,-0.257549,1.301572,0.090337,0.513572,-0.940602,-0.222459,0.395037,1.150767,-0.232795,0.146181,0.173642,9.99,0
71584,1.194865,0.717379,-0.361616,1.296153,0.320969,-0.760822,0.272004,-0.138446,-0.178787,-0.742011,0.440449,0.265053,0.476249,-1.418456,1.280377,0.27782,1.141049,0.075418,-0.987603,-0.094181,-0.033718,0.037882,-0.100733,-0.044096,0.637098,-0.299553,0.055363,0.055283,1,0
167463,-0.703861,-0.229306,0.686082,-3.51834,2.280716,3.934752,-0.077922,0.647042,-0.61837,0.314646,-0.067441,-1.117144,-0.207606,-0.918836,0.07915,1.063885,-0.37949,-1.249112,-0.241443,0.371315,0.174912,0.764566,-0.502105,0.732698,0.769755,-0.077577,-0.168565,-0.351896,19.95,0
123035,1.538344,-1.157181,-1.486275,0.394256,1.491746,4.286593,-1.135136,1.120347,0.993715,0.075077,-0.211682,0.410437,0.073264,0.011424,1.109465,0.532153,-0.86563,0.189246,-0.870141,0.230595,0.177374,0.121553,0.143328,0.668601,-0.372719,-0.749779,0.061524,0.007622,200.76,0
34096,-0.728319,0.708924,1.358752,-0.119107,0.339898,-0.474411,0.867006,0.127379,-0.536668,-0.49371,0.404926,-0.653594,-2.25038,0.850774,-0.16813,0.597436,-0.92383,0.820757,-0.487529,-0.167698,0.146981,0.15821,-0.239196,-0.057975,0.285871,-0.471554,0.045505,0.090861,41.95,0
64589,1.266601,-0.764727,-0.03041,-0.511172,-0.834489,-0.636078,-0.361555,-0.097205,-0.568344,0.549234,-0.495496,-1.105672,-1.326588,0.104833,0.172243,0.301636,0.977327,-1.938474,0.446135,0.050089,0.198701,0.464657,-0.170901,0.10547,0.649595,-0.037701,-0.01269,0.008069,70,0
36239,1.206685,0.254601,-0.184437,0.750162,0.433394,0.064015,0.23775,-0.1014,-0.408632,0.126827,0.496163,1.221688,1.491123,0.253098,0.158651,0.526089,-1.177298,0.563924,0.336136,0.07384,0.042691,0.116155,-0.308133,-0.798626,0.844341,-0.281758,0.009825,0.008165,44.58,0
115474,-0.533978,-0.411449,1.38202,-2.319516,-0.0952,-0.347498,-0.268452,0.20791,-0.824173,-0.069518,0.177052,-0.818893,-1.031759,-0.208873,-1.056469,1.59971,-0.386272,-0.403671,0.164129,0.017954,0.436246,1.066845,-0.276799,-0.392975,-0.044488,-0.173854,0.099014,0.122186,14,0
6155,-0.889223,1.164355,1.563641,0.980594,0.599625,-0.06706,0.714411,-0.251543,0.577944,-0.481601,-0.194428,-2.772482,2.279263,1.489362,0.473708,-0.04564,0.212776,0.667872,0.541917,0.001508,-0.052967,0.084419,-0.41565,-0.491558,0.602484,-0.158,-0.216894,0.110248,35,0
73008,-4.224863,-4.030551,-0.172491,1.195766,0.994854,-1.762049,-2.295301,1.044965,-1.20437,0.456683,0.497803,0.429588,-1.185753,1.161159,-0.448938,-1.913171,1.104009,1.160673,0.07774,-0.527672,-0.143437,-0.682457,-0.966171,0.349133,-1.251854,0.258868,0.373897,-0.938206,76,0
127989,1.927451,0.477308,-0.715378,3.807879,0.571679,0.358983,0.096218,-0.023498,-0.678114,1.365598,-1.575318,-0.055423,0.183976,-0.081335,-1.506625,0.495914,-0.589081,-0.484728,-1.289965,-0.257507,0.065774,0.346547,0.099083,0.664622,0.176065,0.067428,-0.030035,-0.04403,7.55,0
20373,1.2063,-0.230347,1.186298,-0.440323,-1.2664,-0.950477,-0.614414,-0.162249,3.016781,-1.468733,0.87526,-1.426061,1.979117,1.221228,0.464432,-0.585858,0.681435,0.303492,0.223468,-0.129583,-0.129824,0.118054,0.001616,0.687105,0.444311,-0.748011,0.06814,0.035013,11.85,0
121781,-2.091176,-1.560271,-1.221711,-1.704573,0.61006,-1.354993,0.892147,-0.187489,-0.229873,0.125751,-1.65492,-1.078345,-1.437979,0.641291,0.25648,-1.970161,-0.187602,1.5745,-0.54557,-1.002506,-0.356606,0.13821,0.914812,0.504804,-0.083607,-0.771353,0.124196,0.022685,155.43,0
152188,-0.643309,0.141683,0.888131,-2.219381,0.169684,-1.261711,0.790912,-0.261752,-1.332453,-0.297193,-1.248973,-1.648567,-1.274049,0.023742,-0.813569,0.695738,0.260267,-1.107129,0.023935,0.005109,0.554995,1.479749,-0.745153,0.113538,1.334349,0.331313,-0.050966,0.020433,22.7,0
72326,1.398719,-1.478714,-1.459233,-2.425794,1.010733,3.170185,-1.222825,0.665758,-2.102122,1.477906,-0.244708,-1.05762,0.483419,-0.070339,0.696927,-0.177812,0.047647,0.413226,0.097811,-0.005206,-0.141597,-0.376593,-0.156591,1.001875,0.64548,-0.110534,0.003792,0.026147,111.99,0
143975,1.974944,-0.191965,-0.241743,0.411848,-0.496382,-0.429885,-0.446687,-0.054297,1.070135,-0.209023,-0.266531,1.228506,1.183656,-0.251615,0.591243,0.003001,-0.446153,-0.505071,-0.274795,-0.156583,-0.147951,-0.235581,0.451755,1.071635,-0.431042,-0.678368,0.042612,-0.019346,0.12,0
116070,-0.473093,0.669559,-0.648724,-0.060412,0.946019,-1.558675,0.846734,-0.36625,0.201115,-0.505662,-0.545297,-0.249182,0.014114,-0.919021,0.746493,0.041167,0.393436,0.689061,-0.147427,-0.077637,0.258105,0.980454,-0.201454,-0.077849,-0.331267,-0.158971,0.137006,0.278773,38.75,0
120887,1.157565,-1.790249,-1.373077,0.186121,0.183946,1.930938,-0.267993,0.513039,0.88629,-0.199449,0.712145,0.986356,-0.371376,0.267169,0.084742,-0.307222,0.097425,-1.306741,-0.367644,0.505283,-0.124614,-1.041291,0.174415,-0.95828,-0.916909,0.187327,-0.077452,-0.002234,387.63,0
122021,-3.151377,-1.900864,-3.582921,0.338145,-10.368694,6.606874,7.730533,-5.752774,0.531354,-1.513021,0.810946,0.123971,-1.047603,0.330469,-0.03096,2.01543,-0.653865,-0.648947,-0.037258,-4.048064,1.27893,-3.979896,-11.352208,0.419599,-1.330503,0.295871,3.344806,-0.895783,3521.42,0
124548,2.020265,-0.783242,-2.098461,-0.685501,0.830779,1.140183,-0.256943,0.220049,-0.94118,0.939656,0.849964,0.740025,-0.027665,0.564265,-0.425605,-2.70761,0.676026,-0.252955,-1.260833,-0.655469,-0.24457,-0.030101,0.171309,-0.707016,-0.071145,0.677021,-0.035574,-0.089299,28,0
79054,1.307629,-0.577528,0.107904,0.014825,-0.597639,0.029486,-0.456028,0.023427,-0.494992,0.606242,-1.320128,-0.414785,-0.584769,0.010905,-0.050262,-1.985503,0.462131,0.484125,-0.70175,-0.558197,-0.52551,-0.898242,-0.02035,-0.46997,0.43461,0.432743,0.001743,0.005833,28,0
93485,0.028813,0.971933,0.379778,-0.410634,0.617047,-0.991086,0.953579,-0.310723,1.163317,-0.800284,-0.012619,-2.108947,2.257033,1.424658,-1.192072,-0.10625,0.237121,-0.495047,-0.236506,-0.02081,-0.408541,-0.739474,0.074359,-0.163195,-0.469624,0.10674,0.221136,0.091728,8.44,0
80521,-0.744578,1.294336,0.535524,0.051028,0.412848,0.083603,0.318064,0.271208,-0.551354,0.050032,0.497075,0.353726,0.504894,-0.257665,0.646785,0.684232,-0.386084,0.789621,1.289195,0.168097,-0.264374,-0.717429,-0.111686,-0.876937,-0.13579,0.176605,-0.284538,-0.214001,7.49,0
31054,1.459008,-1.144243,0.673748,-1.305257,-1.850589,-0.944949,-1.130357,-0.113864,-1.557238,1.439962,-0.633875,-1.490332,-0.687534,-0.132359,0.890525,-0.129225,0.496687,0.069236,-0.238819,-0.357991,-0.369531,-0.821023,0.174704,0.294865,0.08169,-0.408069,0.031007,0.03096,35,0
137414,-2.692219,1.67274,-1.752454,-0.60718,-0.645951,-1.033109,-0.597553,1.641273,-0.141386,-0.037028,-0.116056,1.018339,-0.412201,1.396627,-1.037219,0.717265,-0.133086,0.017702,0.311867,-0.566936,-0.304989,-0.608017,0.698439,-0.365352,-0.130076,0.19057,0.151933,-0.127176,23.84,0
